point-id,point-name,nature,point-x,point-y,demand,time-window-a,time-window-b,cost-t-a,cost-t-b,service-time
25,Pickup_13,PP,5.18,5.23,8.9,0,27,1.6,1.5,0.9
26,Delivery_13,DD,2.58,4.34,-8.9,3,35,0.0,2.3,1.1
27,Pickup_14,PP,2.34,2.62,2.2,4,30,1.1,3.3,0.9
28,Delivery_14,DD,4.91,3.4,-2.2,0,28,1.6,1.1,1.0
29,Pickup_15,PP,7.25,3.13,2.2,0,23,0.3,1.2,1.0
30,Delivery_15,DD,2.78,2.51,-2.2,1,31,0.6,3.6,1.3
31,Pickup_16,PP,7.42,3.17,11.1,2,31,1.2,0.3,0.9
32,Delivery_16,DD,7.16,5.33,-11.1,5,32,0.8,1.5,1.2
33,Pickup_17,PP,4.07,4.0,1.9,0,20,1.1,3.3,1.5
34,Delivery_17,DD,7.07,5.19,-1.9,5,26,0.4,0.9,1.0
35,Pickup_18,PP,0.73,4.95,1.5,4,24,2.0,3.9,1.5
36,Delivery_18,DD,4.64,7.2,-1.5,2,35,0.3,3.0,1.3
37,Pickup_19,PP,3.3,7.5,1.9,4,22,0.7,2.2,1.0
38,Delivery_19,DD,3.61,4.18,-1.9,1,24,1.2,0.0,1.3
39,Pickup_20,PP,0.72,1.79,2.3,1,21,0.7,2.7,1.2
40,Delivery_20,DD,5.0,4.4,-2.3,0,34,0.6,3.6,1.1
41,Pickup_21,PP,7.48,3.67,2.0,2,22,1.7,3.5,1.1
42,Delivery_21,DD,7.02,3.36,-2.0,4,32,0.8,2.5,1.0
43,Pickup_22,PP,3.88,4.3,5.9,2,25,0.7,2.9,1.4
44,Delivery_22,DD,3.68,2.87,-5.9,1,25,0.6,0.9,1.4
45,Pickup_23,PP,3.55,0.89,1.7,3,27,0.8,1.8,1.2
46,Delivery_23,DD,4.13,5.61,-1.7,4,22,1.1,2.0,1.5
47,Pickup_24,PP,3.79,3.55,2.0,0,30,0.8,0.8,0.9
48,Delivery_24,DD,3.82,3.03,-2.0,1,35,0.4,2.0,1.0
49,Pickup_25,PP,3.11,4.39,2.6,0,32,0.4,1.4,1.0
50,Delivery_25,DD,4.38,2.37,-2.6,0,32,0.7,0.4,1.2
51,Pickup_26,PP,3.81,7.45,4.1,3,28,1.1,0.3,0.8
52,Delivery_26,DD,3.89,4.0,-4.1,0,24,1.7,3.3,1.1
53,Pickup_27,PP,7.26,3.53,2.7,2,34,0.2,0.8,1.3
54,Delivery_27,DD,5.16,3.89,-2.7,0,26,0.1,0.5,1.1
55,Pickup_28,PP,2.63,4.25,4.1,0,22,1.9,2.4,1.1
56,Delivery_28,DD,0.95,4.16,-4.1,5,27,0.4,1.9,1.4
57,Pickup_29,PP,0.62,3.87,4.6,2,20,1.5,0.5,1.1
58,Delivery_29,DD,5.03,5.48,-4.6,4,35,0.9,0.9,0.9
59,Pickup_30,PP,4.01,4.0,4.1,2,23,0.8,2.0,0.9
60,Delivery_30,DD,7.21,3.66,-4.1,2,30,1.3,2.0,1.5
61,Pickup_31,PP,1.75,1.67,2.3,5,23,0.7,3.0,1.5
62,Delivery_31,DD,6.94,2.21,-2.3,5,31,1.3,2.2,1.0
63,Pickup_32,PP,3.51,4.72,4.1,3,31,1.8,2.1,1.0
64,Delivery_32,DD,3.99,4.01,-4.1,5,30,0.5,1.8,1.3
65,Pickup_33,PP,4.25,5.15,1.5,1,26,0.8,1.6,0.9
66,Delivery_33,DD,4.09,4.0,-1.5,2,21,0.6,0.9,1.0
67,Pickup_34,PP,4.17,5.05,1.9,4,33,0.5,0.5,1.1
68,Delivery_34,DD,4.04,4.34,-1.9,4,35,0.1,0.6,1.0
69,Pickup_35,PP,1.44,5.64,7.6,5,21,1.3,1.5,1.0
70,Delivery_35,DD,5.08,1.31,-7.6,1,26,0.7,1.1,1.4
71,Pickup_36,PP,4.45,4.15,5.1,0,28,0.9,3.1,1.2
72,Delivery_36,DD,4.25,4.32,-5.1,0,22,1.4,3.6,1.0
73,Pickup_37,PP,4.62,5.24,2.1,4,32,1.6,1.3,1.0
74,Delivery_37,DD,4.0,7.17,-2.1,0,25,1.1,2.4,1.2
75,Pickup_38,PP,3.94,4.93,1.8,2,27,1.0,1.3,1.0
76,Delivery_38,DD,4.24,3.8,-1.8,1,24,1.5,2.3,1.2
77,Pickup_39,PP,5.19,6.9,2.2,0,33,1.3,0.1,1.1
78,Delivery_39,DD,3.23,7.11,-2.2,0,29,1.4,3.1,1.1
79,Pickup_40,PP,7.0,4.39,1.7,0,31,1.9,0.3,1.2
80,Delivery_40,DD,4.46,6.98,-1.7,0,33,1.5,1.2,1.3
0,Depot,depot,4,4,0,0,0,0,0,0
