point-id,point-name,nature,point-x,point-y,demand,time-window-a,time-window-b,cost-t-a,cost-t-b,service-time
35,Pickup_18,PP,3.88,2.83,3.2,2,30,0.9,2.7,0.9
36,Delivery_18,DD,5.7,4.06,-3.2,4,30,0.6,1.9,1.0
37,Pickup_19,PP,0.73,4.36,3.7,0,20,1.7,2.6,0.9
38,Delivery_19,DD,3.98,2.85,-3.7,3,23,0.8,0.1,1.4
39,Pickup_20,PP,2.14,6.91,2.0,4,20,0.9,1.3,1.1
40,Delivery_20,DD,7.7,5.32,-2.0,2,26,0.3,1.7,1.1
41,Pickup_21,PP,4.63,1.03,7.0,5,35,1.5,2.6,1.1
42,Delivery_21,DD,6.84,2.63,-7.0,5,35,1.3,1.7,1.3
43,Pickup_22,PP,1.76,5.13,6.8,0,29,1.4,1.6,0.9
44,Delivery_22,DD,7.04,3.37,-6.8,5,22,1.4,1.5,1.1
45,Pickup_23,PP,7.48,3.89,1.5,1,34,1.2,0.4,1.0
46,Delivery_23,DD,4.44,2.69,-1.5,0,21,0.7,3.2,0.9
47,Pickup_24,PP,5.24,4.02,2.8,4,22,0.6,2.1,1.2
48,Delivery_24,DD,7.12,3.68,-2.8,3,26,0.5,0.4,1.5
49,Pickup_25,PP,4.73,7.44,1.9,3,26,1.1,0.4,1.1
50,Delivery_25,DD,7.63,3.31,-1.9,0,23,0.1,2.3,1.0
51,Pickup_26,PP,4.34,3.57,2.0,4,34,1.0,2.6,1.5
52,Delivery_26,DD,4.06,2.43,-2.0,0,23,1.8,0.0,0.9
53,Pickup_27,PP,3.83,2.89,2.1,0,30,0.7,0.8,1.3
54,Delivery_27,DD,3.28,7.41,-2.1,4,20,0.0,0.8,1.1
55,Pickup_28,PP,3.02,3.36,1.6,2,29,1.1,1.1,0.8
56,Delivery_28,DD,7.86,4.74,-1.6,0,22,0.2,3.1,1.0
57,Pickup_29,PP,3.05,4.8,3.2,5,26,0.0,0.8,1.1
58,Delivery_29,DD,6.5,6.09,-3.2,0,22,0.4,1.7,1.3
59,Pickup_30,PP,3.34,4.58,2.0,4,29,1.3,3.6,0.9
60,Delivery_30,DD,4.25,4.2,-2.0,2,24,1.3,1.0,1.4
61,Pickup_31,PP,3.09,7.36,8.6,4,20,1.3,2.2,1.4
62,Delivery_31,DD,3.99,3.83,-8.6,4,24,0.4,2.7,1.1
63,Pickup_32,PP,3.22,4.03,1.9,1,28,1.5,1.3,0.8
64,Delivery_32,DD,2.89,7.7,-1.9,3,20,0.6,3.9,1.5
65,Pickup_33,PP,4.44,0.19,4.9,1,31,1.3,1.0,1.2
66,Delivery_33,DD,4.22,3.37,-4.9,2,25,1.2,3.0,0.8
67,Pickup_34,PP,4.03,4.01,3.2,2,25,0.9,3.3,1.5
68,Delivery_34,DD,4.05,3.47,-3.2,2,27,1.2,1.5,0.9
69,Pickup_35,PP,5.04,4.21,8.0,0,29,1.8,3.4,1.5
70,Delivery_35,DD,7.41,3.22,-8.0,2,22,1.0,3.2,1.1
71,Pickup_36,PP,3.96,3.67,2.4,4,33,1.5,3.7,1.1
72,Delivery_36,DD,7.4,4.73,-2.4,4,33,1.2,2.8,1.1
73,Pickup_37,PP,4.93,4.97,2.0,3,31,2.0,3.6,1.1
74,Delivery_37,DD,4.48,0.54,-2.0,1,35,1.2,1.5,1.1
75,Pickup_38,PP,3.91,3.22,3.1,2,31,1.7,1.6,1.3
76,Delivery_38,DD,4.79,1.1,-3.1,1,30,1.4,1.8,1.1
77,Pickup_39,PP,3.47,4.44,2.1,5,30,1.3,3.1,0.9
78,Delivery_39,DD,6.97,5.7,-2.1,0,28,1.0,2.6,1.3
79,Pickup_40,PP,3.38,4.79,3.7,5,24,2.0,1.0,1.5
80,Delivery_40,DD,3.03,3.39,-3.7,4,20,1.5,0.1,1.1
0,Depot,depot,4,4,0,0,0,0,0,0
