point-id,point-name,nature,point-x,point-y,demand,time-window-a,time-window-b,cost-t-a,cost-t-b,service-time
64,Delivery_32,DD,3.34,2.07,-5.8,3,31,1.7,1.4,0.9
65,Pickup_33,PP,3.39,4.8,4.6,1,34,0.1,2.0,0.9
66,Delivery_33,DD,0.73,3.42,-4.6,0,35,0.3,0.4,1.5
67,Pickup_34,PP,4.15,4.96,10.8,4,23,1.9,1.8,1.2
68,Delivery_34,DD,4.66,2.6,-10.8,2,26,1.2,0.2,1.3
69,Pickup_35,PP,4.98,3.46,1.5,0,25,0.3,1.5,1.0
70,Delivery_35,DD,2.1,0.56,-1.5,4,29,1.1,2.3,1.3
71,Pickup_36,PP,4.56,3.24,3.4,4,24,0.2,1.5,1.1
72,Delivery_36,DD,2.48,4.4,-3.4,2,23,1.6,2.1,1.2
73,Pickup_37,PP,7.28,3.17,1.8,5,34,0.6,1.7,1.1
74,Delivery_37,DD,4.54,3.74,-1.8,3,30,0.2,2.7,1.2
75,Pickup_38,PP,4.47,3.9,1.8,5,35,0.8,1.4,0.9
76,Delivery_38,DD,4.23,6.53,-1.8,0,35,0.5,1.8,1.3
77,Pickup_39,PP,3.69,4.21,5.5,2,27,0.7,2.9,1.3
78,Delivery_39,DD,0.6,1.98,-5.5,3,28,1.1,3.9,1.0
79,Pickup_40,PP,6.88,5.33,5.0,4,24,1.1,0.4,1.1
80,Delivery_40,DD,3.73,3.92,-5.0,5,25,1.4,3.7,1.5
81,Pickup_41,PP,3.43,4.73,3.9,5,24,1.8,4.0,1.2
82,Delivery_41,DD,3.86,1.65,-3.9,3,33,0.2,2.0,1.1
83,Pickup_42,PP,3.76,2.89,11.1,3,30,0.0,3.9,0.8
84,Delivery_42,DD,5.1,4.15,-11.1,1,32,0.9,1.5,1.1
85,Pickup_43,PP,4.74,6.37,1.5,3,20,1.4,2.8,1.3
86,Delivery_43,DD,3.59,7.67,-1.5,2,21,1.6,2.7,1.1
87,Pickup_44,PP,3.86,4.06,3.8,3,29,0.7,1.2,0.8
88,Delivery_44,DD,7.45,3.97,-3.8,0,23,0.3,2.0,0.8
89,Pickup_45,PP,4.45,4.0,2.5,0,35,1.4,3.5,0.9
90,Delivery_45,DD,4.13,3.94,-2.5,3,35,1.7,3.4,0.8
91,Pickup_46,PP,4.41,4.43,5.3,5,33,1.8,1.2,1.2
92,Delivery_46,DD,4.46,5.2,-5.3,2,34,1.8,2.6,1.0
93,Pickup_47,PP,4.39,3.05,2.3,0,20,0.8,1.7,1.4
94,Delivery_47,DD,2.0,4.3,-2.3,3,27,1.5,0.1,1.5
95,Pickup_48,PP,5.14,3.42,3.8,2,34,1.3,2.2,0.9
96,Delivery_48,DD,5.11,5.95,-3.8,4,23,1.6,0.1,1.2
97,Pickup_49,PP,5.16,6.24,1.1,1,20,0.0,1.3,1.4
98,Delivery_49,DD,4.02,3.99,-1.1,5,26,0.7,2.3,1.3
99,Pickup_50,PP,3.32,7.87,3.0,0,29,1.6,3.2,1.3
100,Delivery_50,DD,7.12,5.52,-3.0,4,26,0.9,1.6,1.3
0,Depot,depot,4,4,0,0,0,0,0,0
