point-id,point-name,nature,point-x,point-y,demand,time-window-a,time-window-b,cost-t-a,cost-t-b,service-time
60,Delivery_30,DD,4.15,5.73,-3.1,0,26,1.4,2.0,1.3
61,Pickup_31,PP,4.06,3.66,4.7,2,28,0.4,3.7,1.0
62,Delivery_31,DD,3.32,0.79,-4.7,3,25,1.1,0.9,1.5
63,Pickup_32,PP,3.62,7.7,7.2,1,34,0.6,2.1,1.1
64,Delivery_32,DD,5.12,3.79,-7.2,2,23,1.6,0.0,1.5
65,Pickup_33,PP,7.55,3.32,4.9,4,27,1.6,0.4,1.0
66,Delivery_33,DD,7.72,3.29,-4.9,3,24,1.4,2.5,1.1
67,Pickup_34,PP,1.74,4.21,2.5,4,20,1.8,2.6,1.5
68,Delivery_34,DD,4.46,7.33,-2.5,3,31,1.5,3.5,0.9
69,Pickup_35,PP,2.17,4.33,5.1,2,31,0.4,2.9,1.1
70,Delivery_35,DD,7.74,3.91,-5.1,2,33,0.1,1.5,1.4
71,Pickup_36,PP,4.35,2.83,0.8,4,33,1.6,0.3,1.0
72,Delivery_36,DD,1.62,1.75,-0.8,1,29,0.2,1.1,1.0
73,Pickup_37,PP,3.65,3.75,4.8,3,20,2.0,2.6,1.1
74,Delivery_37,DD,1.78,6.23,-4.8,3,20,1.2,0.9,1.2
75,Pickup_38,PP,4.18,3.64,7.3,3,27,1.0,3.5,1.3
76,Delivery_38,DD,3.92,3.98,-7.3,0,26,2.0,2.5,1.0
77,Pickup_39,PP,0.63,2.5,5.9,0,25,0.8,0.7,1.1
78,Delivery_39,DD,5.13,0.77,-5.9,4,33,0.3,2.3,1.4
79,Pickup_40,PP,2.74,4.44,1.7,3,21,0.9,2.4,1.4
80,Delivery_40,DD,1.93,5.15,-1.7,1,20,0.4,3.9,1.3
0,Depot,depot,4,4,0,0,0,0,0,0
