point-id,point-name,nature,point-x,point-y,demand,time-window-a,time-window-b,cost-t-a,cost-t-b,service-time
37,Pickup_19,PP,2.96,1.69,9.0,3,23,1.8,1.7,1.0
38,Delivery_19,DD,0.68,3.42,-9.0,3,32,0.6,2.1,1.0
39,Pickup_20,PP,2.63,3.93,8.8,4,21,1.2,1.1,1.1
40,Delivery_20,DD,4.86,4.2,-8.8,1,27,0.5,1.6,1.2
41,Pickup_21,PP,5.1,4.53,5.4,5,20,0.0,0.9,0.9
42,Delivery_21,DD,4.99,6.84,-5.4,5,24,0.4,2.1,1.2
43,Pickup_22,PP,3.41,3.94,6.3,1,23,0.8,2.1,0.9
44,Delivery_22,DD,3.96,2.92,-6.3,0,23,1.7,3.6,1.3
45,Pickup_23,PP,4.14,6.51,1.8,2,27,1.7,0.7,1.0
46,Delivery_23,DD,3.25,4.0,-1.8,4,22,1.7,2.1,1.2
47,Pickup_24,PP,3.93,3.84,11.6,0,29,0.5,1.4,1.2
48,Delivery_24,DD,3.33,3.98,-11.6,2,32,0.8,2.7,1.0
49,Pickup_25,PP,1.77,3.08,3.5,3,24,1.1,2.4,1.3
50,Delivery_25,DD,4.07,4.83,-3.5,3,24,1.7,3.4,1.4
51,Pickup_26,PP,7.15,5.1,2.0,0,34,1.7,2.1,1.5
52,Delivery_26,DD,5.69,3.99,-2.0,0,23,0.7,3.8,1.3
53,Pickup_27,PP,5.55,4.06,1.4,4,29,0.0,1.0,1.3
54,Delivery_27,DD,7.28,2.5,-1.4,4,23,1.0,0.9,0.9
55,Pickup_28,PP,4.4,3.22,3.5,1,24,0.8,3.3,0.8
56,Delivery_28,DD,6.81,5.68,-3.5,4,21,1.9,3.7,1.4
57,Pickup_29,PP,4.71,3.95,5.6,5,31,0.5,1.9,1.2
58,Delivery_29,DD,3.84,4.12,-5.6,0,35,0.5,1.9,0.9
59,Pickup_30,PP,5.42,4.14,9.2,3,31,0.7,3.0,1.4
60,Delivery_30,DD,4.5,3.57,-9.2,0,23,1.1,1.1,1.1
61,Pickup_31,PP,1.65,1.89,11.1,0,21,1.1,0.3,1.2
62,Delivery_31,DD,3.98,4.62,-11.1,5,21,0.4,0.9,0.8
63,Pickup_32,PP,1.86,4.48,6.4,2,28,0.5,2.4,1.2
64,Delivery_32,DD,5.0,3.61,-6.4,1,27,1.8,0.8,1.4
65,Pickup_33,PP,6.84,2.92,2.4,0,25,0.3,0.8,1.4
66,Delivery_33,DD,4.15,7.07,-2.4,1,21,1.7,1.7,1.4
67,Pickup_34,PP,4.84,4.14,4.1,3,33,1.7,1.8,1.1
68,Delivery_34,DD,2.93,2.57,-4.1,2,25,2.0,0.8,1.4
69,Pickup_35,PP,4.57,4.0,5.6,5,29,0.8,1.0,1.0
70,Delivery_35,DD,1.57,2.54,-5.6,0,20,1.7,3.3,0.9
71,Pickup_36,PP,4.02,3.9,3.7,5,31,2.0,3.5,1.0
72,Delivery_36,DD,3.61,7.21,-3.7,1,24,0.3,1.1,0.9
73,Pickup_37,PP,0.7,2.28,9.3,1,23,0.3,0.6,1.3
74,Delivery_37,DD,6.06,1.86,-9.3,3,21,0.1,1.4,1.1
75,Pickup_38,PP,3.98,4.29,1.4,0,26,0.5,3.6,1.0
76,Delivery_38,DD,7.07,3.32,-1.4,2,22,1.3,0.0,1.4
77,Pickup_39,PP,6.85,2.73,2.4,2,24,1.6,3.4,1.4
78,Delivery_39,DD,2.8,0.24,-2.4,2,27,0.4,1.0,0.9
79,Pickup_40,PP,4.58,0.95,4.7,3,24,1.6,1.8,1.4
80,Delivery_40,DD,4.43,5.66,-4.7,1,24,1.5,2.7,1.0
81,Pickup_41,PP,4.03,4.03,10.1,3,21,1.4,1.3,0.8
82,Delivery_41,DD,7.07,4.86,-10.1,3,29,1.9,2.4,1.3
83,Pickup_42,PP,0.56,4.89,2.8,0,35,1.0,0.2,1.0
84,Delivery_42,DD,4.09,3.81,-2.8,2,28,0.4,3.4,1.0
85,Pickup_43,PP,4.86,6.35,2.1,2,22,1.6,3.0,1.1
86,Delivery_43,DD,3.37,3.16,-2.1,4,32,1.6,2.1,0.8
87,Pickup_44,PP,5.73,4.11,1.5,1,31,1.2,2.9,1.3
88,Delivery_44,DD,4.63,6.36,-1.5,2,30,0.6,3.9,0.8
89,Pickup_45,PP,3.97,2.99,6.0,2,20,1.1,2.5,1.2
90,Delivery_45,DD,6.9,4.85,-6.0,2,24,1.7,3.6,1.2
91,Pickup_46,PP,4.62,3.46,8.6,5,32,1.6,3.5,0.8
92,Delivery_46,DD,4.33,3.87,-8.6,3,26,0.2,2.9,0.8
93,Pickup_47,PP,2.67,4.68,6.3,0,25,0.9,2.3,1.1
94,Delivery_47,DD,2.23,4.38,-6.3,2,22,0.8,3.0,1.4
95,Pickup_48,PP,5.79,4.07,4.2,2,34,0.1,3.3,1.4
96,Delivery_48,DD,3.98,3.79,-4.2,3,26,0.1,1.3,1.5
97,Pickup_49,PP,5.1,6.99,4.6,1,23,0.2,0.1,1.1
98,Delivery_49,DD,3.77,7.47,-4.6,1,26,1.2,0.9,0.9
99,Pickup_50,PP,0.57,2.52,1.2,2,22,0.8,0.9,1.4
100,Delivery_50,DD,5.04,2.72,-1.2,4,34,1.1,0.1,1.0
0,Depot,depot,4,4,0,0,0,0,0,0
